,Site,Code,UCode,Type,StateCode,TStart,TStop,ShortName,Name,Location,Longitude,Latitude,Error,Parent,ShortEName,EName,UName
1969,KMR,BOA-NE,,LP,,2009,,KMR   BOA NE,Broad Ocean Area NE of Kwajalein,Pacific Ocean,168.0000,10.5000,1.0000,USAF,,,
1970,KMR,BOA2,,LP,,2019,,KMR   BOA NE 2,Broad Ocean Area NE of Kwajalein,Pacific Ocean,176.0000,14.3000,1.0000,USAF,,,
1971,KMR,IL,,LP,,1962,*,KMR   IL,"Illeginni Island, USAKA, Marshall Islands",,167.7000,9.0000,0.0001,SMDC,,,
1972,KMR,KW,,LP,,1962,*,KMR   KW,"Kwajalein Island, US Army Kwajalein Atoll (USAKA), Marshall Islands",,167.7180,8.7023,0.0050,SMDC,,,
1973,KMR,Meck,,LP,,1962,*,KMR   Meck,"Meck Island, USAKA, Marshall Islands",,167.7269,9.0060,0.0001,SMDC,,,
1974,KMR,Meck 1,,LP,,1962,*,KMR   Meck 1,"Silo 1, Meck Island, USAKA, Marshall Islands",,167.7269,9.0060,0.0001,SMDC,,,
1975,KMR,OM,,LP,,1962,*,KMR   OM,"Omelek Island, USAKA, Marshall Islands",,167.7432,9.0494,0.0001,SMDC,,,
1976,KMR,RN,,LP,,1962,*,KMR   RN,"Roi-Namur Island, USAKA, Marshall Islands",,167.4663,9.4012,0.0001,SMDC,,,
1977,KMR,RW06/24,,LP,,2000,*,KMR   RW06/24,"RW06/24, BUCHOLZ ARMY AIRFIELD (PKWA), USAKA, Marshall Islands",,167.7267,8.7150,0.0020,SMDC,,,
1978,KMR,LP1,,LP,,2000,*,DZKW  -,"Kwajalein Drop Zone, Pacific Ocean",,167.7000,7.6500,0.0500,OSC,,,
1979,KMR,LP2,,LP,,,,KMR   DZK2,"Drop Zone, Kwajalein (CNOFS)",,167.7562,10.5229,0.0001,OSC,,,
1980,KMR,LP3,,LP,,*,DZK3  -,KMR   DKZ3,"Kwajalein Drop Zone (Nustar), Pacific Ocean",,167.7000,6.7430,0.0010,OSC,,,
1981,KOR,LP1,,LP,,1966 May 15,1966 May 21,KOR   LP1,"Offshore launch point, Koroni",,21.9500,36.7700,0.0200,ESRO/NASA,,,
1982,KOR,LP2,,LP,,1966 May 15,1966 May 21,KOR   LP2,"Koroni, Peloponnisos, Hellas (beach launch area)",,21.9500,36.7700,0.0200,ESRO/NASA,,,
1983,KOSTR,LC1/3,,LP,,1960s,1980s,KOSTR,"Kostroma missile base, Russia",,41.3800,57.6700,0.0100,RVSN,,,
1984,KOSTR,LC1/4,,LP,,1960s,1980s,KOSTR,"Kostroma missile base, Russia",,41.3800,57.6700,0.0100,RVSN,,,
1985,KOSTR,LC12/10,,LP,,1960s,1980s,KOSTR,"Kostroma missile base, Russia",,41.3800,57.6700,0.0100,RVSN,,,
1986,KOSTR,LC12/3,,LP,,1960s,1980s,KOSTR,"Kostroma missile base, Russia",,41.3800,57.6700,0.0100,RVSN,,,
1987,KOSTR,LC12/7,,LP,,1960s,1980s,KOSTR,"Kostroma missile base, Russia",,41.3800,57.6700,0.0100,RVSN,,,
1988,KOSTR,LC12/8,,LP,,1960s,1980s,KOSTR,"Kostroma missile base, Russia",,41.3800,57.6700,0.0100,RVSN,,,
1989,KOSTR,LC16/1,,LP,,1960s,1980s,KOSTR,"Kostroma missile base, Russia",,41.3800,57.6700,0.0100,RVSN,,,
1990,KOSTR,LC2/8,,LP,,1960s,1980s,KOSTR,"Kostroma missile base, Russia",,41.3800,57.6700,0.0100,RVSN,,,
1991,KOSTR,LC33,,LP,,1960s,1980s,KOSTR,"Kostroma missile base, Russia",,41.3800,57.6700,0.0100,RVSN,,,
1992,KOSTR,LC4/10,,LP,,1960s,1980s,KOSTR,"Kostroma missile base, Russia",,41.3800,57.6700,0.0100,RVSN,,,
1993,KOSTR,LC4/2,,LP,,1960s,1980s,KOSTR,"Kostroma missile base, Russia",,41.3800,57.6700,0.0100,RVSN,,,
1994,KOSTR,LC4/3,,LP,,1960s,1980s,KOSTR,"Kostroma missile base, Russia",,41.3800,57.6700,0.0100,RVSN,,,
1995,KOSTR,LC4/5,,LP,,1960s,1980s,KOSTR,"Kostroma missile base, Russia",,41.3800,57.6700,0.0100,RVSN,,,
1996,KOSTR,LC4/6,,LP,,1960s,1980s,KOSTR,"Kostroma missile base, Russia",,41.3800,57.6700,0.0100,RVSN,,,
1997,KOSTR,LC4/7,,LP,,1960s,1980s,KOSTR,"Kostroma missile base, Russia",,41.3800,57.6700,0.0100,RVSN,,,
1998,KOSTR,LC4/9,,LP,,1960s,1980s,KOSTR,"Kostroma missile base, Russia",,41.3800,57.6700,0.0100,RVSN,,,
1999,KOSTR,LC5/2,,LP,,1960s,1980s,KOSTR,"Kostroma missile base, Russia",,41.3800,57.6700,0.0100,RVSN,,,
2000,KOSTR,LC6/10,,LP,,1960s,1980s,KOSTR,"Kostroma missile base, Russia",,41.3800,57.6700,0.0100,RVSN,,,
2001,KRAS,LC620/2,,LP,,1960s,1990s,KRAS,"Krasnoyarsk missile site, Russia",,92.2900,56.2300,0.0200,RVSN,,,
2002,KRAS,LC620/31,,LP,,1960s,1990s,KRAS,"Krasnoyarsk missile site, Russia",,92.2900,56.2300,0.0200,RVSN,,,
2003,KRAS,LC620/51,,LP,,1960s,1990s,KRAS,"Krasnoyarsk missile site, Russia",,92.2900,56.2300,0.0200,RVSN,,,
2004,KRAS,LC620/6,,LP,,1960s,1990s,KRAS,"Krasnoyarsk missile site, Russia",,92.2900,56.2300,0.0200,RVSN,,,
2005,KRON,J,,LP,,1961,1961 Aug,KRON  J,"Jokkmokk (Vidsel), Sweden",,19.2767,66.4147,0.0001,NASA/SSC,,,
2006,KSC,LC39A,,LP,,1966 Dec,*,KSC   LC39A,"Launch Complex 39A, NASA Kennedy Space Center, Florida",,-80.6041,28.6083,0.0001,NASA,,,
2007,KSC,LC39B,,LP,,1966 Dec,*,KSC   LC39B,"Launch Complex 39B, NASA Kennedy Space Center, Florida",,-80.6208,28.6272,0.0001,NASA,,,
2008,KSC,LC48,,LP,,2020,*,KSC   LC48,"Launch Complex 48, NASA Kennedy Space Center, Florida",,-80.5890,28.5990,0.0002,USSF,,,
2009,KSC,RW15/33,,LP,,1981 Apr,2020 jan,KSC   RW15/33,"Shuttle Landing Facility, NASA Kennedy Space Center, Florida",,-80.6944,28.6149,0.0002,NASA,,,
2010,KUSONG,LP1,,LP,,2016,*,Kusong LP1,"Musudan launch site, Panghyon Airport, Kusong City",,125.2079,39.9275,0.0010,KP,,,CC
2011,KUSONG,LP2,,LP,,2016,*,Kusong LP2,"Bukgeoksong launch site, Kusong City",,125.2230,40.0133,0.0010,KP,,,CC
2012,KUSONG,LP3,,LP,,2016,*,Kusong LP3,"Hwasong 12 launch site, Kusong City",,125.2099,40.0660,0.0010,KP,,,
2013,KUSONG,LP4,,LP,,2016,*,Kusong LP4,"Hwasong 14 launch site, Kusong City",,125.2689,39.8722,0.0010,KP,,,
2014,LIT,LM12-DS,,LP,,1972 Dec 14,1972 Dec 14,LIT   LM12-DS,"LM 12 Descent Stage, Taurus-Littrow Base, Littrow Valley, Macrobius B1",Luna,30.7500,20.1600,0.0100,NASA,,,
2015,LOMN,CE-5 ZQ,,LP,,2020 Dec  3,2020 Dec  3,Louville Omega,"Chang'e-5 Zhuolu Qi, Louville Omega North region, Oceanus Procellarum",Luna,-51.9330,43.0810,0.0100,CAST,,,LUNA
2016,LOPNOR,RW05/23,,LP,,2020,*,RW05/23 LopNor,"Runway 05/22, Lop Nor air base, Xinjiang",,89.2820,40.7730,0.0001,PLA,,,
2017,LROCK,374-7,,LP,,1962,1986,Little Rock,"Launch Complex 374-7, Little Rock Air Force Base, Arkansas",,-92.3973,35.4140,0.0001,SAC,,,
2018,MAHIA,LC1A,,LP,,2017 May,,RLLC1,"Rocket Lab Launch Complex 1A, Mahia Peninsula","Mahia Peninsula, N Island",177.8652,-39.2616,0.0001,RLABN,,,
2019,MAHIA,LC1B,,LP,,2017 May,,RLLC1,"Rocket Lab Launch Complex 1B, Mahia Peninsula","Mahia Peninsula, N Island",177.8652,-39.2604,0.0001,RLABN,,,
2020,MAKAT,LC12,,LP,,1957,1960s,MAKAT -,"Makat tactical missile base, Atyrau, Kazakstan",,53.3200,47.6500,0.0200,RVSN,,,
2021,MAKHCH,LC1/1,,LP,,1960,1970,Makhch,"Makhachkala missile base, Makhachkala, Dagestan",,47.5000,42.7000,0.2000,RVSN,,,
2022,MAKHCH,LC1/3,,LP,,1960,1970,Makhch,"Makhachkala missile base, Makhachkala, Dagestan",,47.5000,42.7000,0.2000,RVSN,,,
2023,MAKHCH,LC2/4,,LP,,1960,1970,Makhch,"Makhachkala missile base, Makhachkala, Dagestan",,47.5000,42.7000,0.2000,RVSN,,,
2024,MAKHCH,LC2/5,,LP,,1960,1970,Makhch,"Makhachkala missile base, Makhachkala, Dagestan",,47.5000,42.7000,0.2000,RVSN,,,
2025,MAKHCH,LC3/7,,LP,,1960,1970,Makhch,"Makhachkala missile base, Makhachkala, Dagestan",,47.5000,42.7000,0.2000,RVSN,,,
2026,MAKHCH,LC3/8,,LP,,1960,1970,Makhch,"Makhachkala missile base, Makhachkala, Dagestan",,47.5000,42.7000,0.2000,RVSN,,,
2027,MAKHCH,LC3/9,,LP,,1960,1970,Makhch,"Makhachkala missile base, Makhachkala, Dagestan",,47.5000,42.7000,0.2000,RVSN,,,
2028,MARS,Pad 0A,,LP,,2006,*,WI    LA0A,"Launch Area 0A, Wallops Flight Facility",,-75.4901,37.8315,0.0001,NASA,,,
2029,MARS,Pad 0B,,LP,,2006,*,WI    LA0B,"Launch Area 0B, Mid-Atlantic Regional Spaceport, Wallops Island",,-75.4900,37.8300,0.0200,NASA,,,
2030,MHV,RW12/30,,LP,,2004,*,MHV   RW12/30,"RW12/30, Mojave Spaceport, California",,-118.1357,35.0487,0.0010,SCAL,,,
2031,MHV,RW30,,LP,,2004,*,MHV   RW30,"RW12/30, Mojave Spaceport, California",,-118.1357,35.0487,0.0010,SCAL,,,
2032,MHV,BAR,,LP,,2004,*,MHV DP2,"Mojave drop point 2, 25 km out near California City",,-117.9060,35.1570,0.0010,SCAL,,,
2033,MHV,KVAL,,LP,,2018,*,MHV DP4,"Mojave drop point 4, Kelso Valley, California",,-118.2200,35.3900,0.0100,VGX,,,
2034,MHV,LP1,,LP,,2004,*,MHV DP1,"Mojave drop point 1, East 15-50 km",,-117.9000,35.0500,0.2000,SCAL,,,
2035,MHV,LP3,,LP,,2018,*,MHV DP3,"Mojave drop point 3, location unknown",,-118.2000,35.3000,0.5000,VGX,,,
2036,MID,LP1,,LP,,1999,,MID   -,Air drop zone in mid Pacific S of Midway Island,Pacific Ocean,-177.5000,24.8000,0.2000,MDA,,,
2037,MID,LP2,,LP,,1999,,MID   -,"Air drop zone north of Midway?, 1500 km from Shemya",,180.0000,40.0000,5.0000,USA,,,
2038,MID,LP3,,LP,,1997,,Kauai West Zone,Kaui western launch zone,Pacific Ocean,-173.5000,22.0000,0.5000,MDA,,,
2039,MID,LP4,,LP,,1997,,NW SLBM,SLBM launch zone 700 mi NW of Midway,Pacific Ocean,-173.0000,34.0000,2.0000,MDA,,,
2040,MUD,A,,LP,,1959,1967,MUD   A,"Mud Lake 2 drop zone, Nevada",,-117.3000,38.1000,0.1000,NASA/USAF,,,
2041,MUD,B,,LP,,1959,1967,MUD   B,"Mud Lake 1 drop zone, Nevada",,-116.8000,37.9700,0.1000,NASA/USAF,,,
2042,MUD,L,,LP,,1959,1967,MUD   L,"Mud Lake, Nevada",,-117.0900,37.8700,0.1000,NASA/USAF,,,
2043,MUD,RW08/26,,LP,,1959,1967,MUD   RW08/26,"RW08/26, Mud Lake, Nevada",,-117.0900,37.8700,0.1000,NASA/USAF,,,
2044,MUD,RW18/36,,LP,,1959,1967,MUD   RW18/36,"RW18/36, Mud Lake, Nevada",,-117.0900,37.8700,0.1000,NASA/USAF,,,
2045,MUPYONG,LP1,,LP,,2017,,Mupyong-ni,"Mupyong-ni, Chagang province",,126.4257,40.6112,0.0001,KP,,,"-            Mupyong-ni, Chagang province"
2046,MUPYONG,LP2,,LP,,2021 Sep,,Toyang,"Toyang-ri, Ryongrim county, Chagang",,126.5530,40.5870,0.0030,KPA,,,"-            Toyang-ri, Ryongrim county, Chagang"
2047,NAOTS,RW04/22,,LP,,1958,*,WI    RW04/22,"RW04/22, WFF Research Airport, Wallops Main Base, Virginia",,-75.4633,37.9383,0.0001,NASA,,,
2048,NAOTS,RW22,,LP,,1958,*,WI    RW04/22,"RW04/22, WFF Research Airport, Wallops Main Base, Virginia",,-75.4633,37.9383,0.0001,NASA,,,
2049,NARO,LC1,,LP,,2009,*,NARO LC1,"Launch Complex 1, Naro Space Center",,127.5363,34.4318,0.0001,KARI,,,"-            Naro Space Center (Naro Uju Senteo),Oenaro I,GoHeung, Jeollanam-do,"
2050,NARO,LC2,,LP,,2009,*,NARO LC2,"Launch Complex 2, Naro Space Center",,127.5345,34.4317,0.0001,KARI,,,"-            Naro Space Center (Naro Uju Senteo),Oenaro I,GoHeung, Jeollanam-do,"
2051,NASA64,LP1,,LP,,,,NASA64LP1,"Atlantic Ocean, Croatan 1964 cruise 120 km off WI",Atlantic Ocean,-75.0000,34.0000,2.0000,USN,,,
2052,NASA64,LP2,,LP,,1964 Nov 11,1964 Nov 11,NASA64LP2,"Atlantic Ocean, Croatan 1964 cruise 300 km off WI",Atlantic Ocean,-74.6700,34.4500,0.0200,USN,,,
2053,NASA64,LP3,,LP,,,,NASA64LP3,"Atlantic Ocean, Croatan 1964 cruise off N Carolina",Atlantic Ocean,-76.2700,33.9800,0.0200,USN,,,
2054,NASA64,LP4,,LP,,,,NASA64LP4,"Atlantic Ocean, Croatan 1964 cruise",Atlantic Ocean,-75.3700,37.7500,0.0200,USN,,,
2055,NASA64,LP5,,LP,,,,NASA64LP5,"Atlantic Ocean, Croatan 1964 cruise",Atlantic Ocean,-75.3300,37.7200,0.0200,USN,,,
2056,NASA64,LP6,,LP,,,,NASA64LP6,"Atlantic Ocean, Croatan 1964 cruise",Atlantic Ocean,-75.3300,37.8300,0.0200,USN,,,
2057,NASA64,LP7,,LP,,,,NASA64LP7,"Atlantic Ocean, Croatan 1964 cruise",Atlantic Ocean,-74.0000,38.0000,0.2000,USN,,,
2058,NASA65,LP1,,LP,,1965 Mar,1965 Mar,NASA65LP1,1965 Croatan MRF Expedition LP1,,-79.3800,37.7800,0.0100,NASA,,,
2059,NASA65,LP10,,LP,,1965 Mar,1965 Mar,NASA65LP10,1965 Croatan MRF Expedition LP10,,-77.8300,-12.5000,0.0100,NASA,,,
2060,NASA65,LP11,,LP,,1965 Mar,1965 Mar,NASA65LP11,1965 Croatan MRF Expedition LP11,,-78.2500,-12.8200,0.0100,NASA,,,
2061,NASA65,LP12,,LP,,1965 Mar,1965 Mar,NASA65LP12,1965 Croatan MRF Expedition LP12,,-77.8300,-12.8300,0.0100,NASA,,,
2062,NASA65,LP13,,LP,,1965 Mar,1965 Mar,NASA65LP13,1965 Croatan MRF Expedition LP13,,-77.9300,-12.8000,0.0100,NASA,,,
2063,NASA65,LP14,,LP,,1965 Mar,1965 Mar,NASA65LP14,1965 Croatan MRF Expedition LP14,,-77.6700,-12.6700,0.0100,NASA,,,
2064,NASA65,LP15,,LP,,1965 Mar,1965 Mar,NASA65LP15,1965 Croatan MRF Expedition LP15,,-77.9800,-12.7800,0.0100,NASA,,,
2065,NASA65,LP16,,LP,,1965 Mar,1965 Mar,NASA65LP16,1965 Croatan MRF Expedition LP16,,-77.0000,-12.0000,0.0100,NASA,,,
2066,NASA65,LP17,,LP,,1965 Mar,1965 Mar,NASA65LP17,1965 Croatan MRF Expedition LP17,,-78.0000,-12.9200,0.0100,NASA,,,
2067,NASA65,LP18,,LP,,1965 Mar,1965 Mar,NASA65LP18,1965 Croatan MRF Expedition LP18,,-77.9700,-12.9500,0.0100,NASA,,,
2068,NASA65,LP19,,LP,,1965 Mar,1965 Mar,NASA65LP19,1965 Croatan MRF Expedition LP19,,-77.9000,-12.9000,0.0100,NASA,,,
2069,NASA65,LP2,,LP,,1965 Mar,1965 Mar,NASA65LP2,1965 Croatan MRF Expedition LP2,,-84.0000,0.0100,0.1000,NASA,,,
2070,NASA65,LP20,,LP,,1965 Mar,1965 Mar,NASA65LP20,1965 Croatan MRF Expedition LP20,,-77.8300,-12.9500,0.0100,NASA,,,
2071,NASA65,LP21,,LP,,1965 Mar,1965 Mar,NASA65LP21,1965 Croatan MRF Expedition LP21,,-78.6000,-11.7300,0.0100,NASA,,,
2072,NASA65,LP22,,LP,,1965 Mar,1965 Mar,NASA65LP22,1965 Croatan MRF Expedition LP22,,-78.3300,-11.8300,0.0100,NASA,,,
2073,NASA65,LP23,,LP,,1965 Mar,1965 Mar,NASA65LP23,1965 Croatan MRF Expedition LP23,,-78.4200,-11.4000,0.0100,NASA,,,
2074,NASA65,LP24,,LP,,1965 Mar,1965 Mar,NASA65LP24,1965 Croatan MRF Expedition LP24,,-80.0000,-9.1700,0.0100,NASA,,,
2075,NASA65,LP25,,LP,,1965 Mar,1965 Mar,NASA65LP25,1965 Croatan MRF Expedition LP25,,-79.8300,-10.1700,0.0100,NASA,,,
2076,NASA65,LP26,,LP,,1965 Mar,1965 Mar,NASA65LP26,1965 Croatan MRF Expedition LP26,,-79.4500,-10.1700,0.0100,NASA,,,
2077,NASA65,LP27,,LP,,1965 Mar,1965 Mar,NASA65LP27,1965 Croatan MRF Expedition LP27,,-78.7500,-12.1800,0.0100,NASA,,,
2078,NASA65,LP28,,LP,,1965 Mar,1965 Mar,NASA65LP28,1965 Croatan MRF Expedition LP28,,-77.8300,-14.0000,0.0100,NASA,,,
2079,NASA65,LP29,,LP,,1965 Mar,1965 Mar,NASA65LP29,1965 Croatan MRF Expedition LP29,,-77.9800,-15.9800,0.0100,NASA,,,
2080,NASA65,LP3,,LP,,1965 Mar,1965 Mar,NASA65LP3,1965 Croatan MRF Expedition LP3,,-84.0000,-1.0000,0.0100,NASA,,,
2081,NASA65,LP30,,LP,,1965 Mar,1965 Mar,NASA65LP30,1965 Croatan MRF Expedition LP30,,-78.2300,-12.0800,0.0100,NASA,,,
2082,NASA65,LP31,,LP,,1965 Mar,1965 Mar,NASA65LP31,1965 Croatan MRF Expedition LP31,,-78.2200,-12.1200,0.0100,NASA,,,
2083,NASA65,LP32,,LP,,1965 Mar,1965 Mar,NASA65LP32,1965 Croatan MRF Expedition LP32,,-76.1300,-24.0800,0.0100,NASA,,,
2084,NASA65,LP33,,LP,,1965 Mar,1965 Mar,NASA65LP33,1965 Croatan MRF Expedition LP33,,-75.2200,-29.5700,0.0100,NASA,,,
2085,NASA65,LP34,,LP,,1965 Mar,1965 Mar,NASA65LP34,1965 Croatan MRF Expedition LP34,,-75.0300,-30.6300,0.0100,NASA,,,
2086,NASA65,LP35,,LP,,1965 Mar,1965 Mar,NASA65LP35,1965 Croatan MRF Expedition LP35,,-74.2500,-35.2300,0.0100,NASA,,,
2087,NASA65,LP36,,LP,,1965 Mar,1965 Mar,NASA65LP36,1965 Croatan MRF Expedition LP36,,-77.6700,-44.2500,0.0100,NASA,,,
2088,NASA65,LP37,,LP,,1965 Mar,1965 Mar,NASA65LP37,1965 Croatan MRF Expedition LP37,,-77.7800,-44.3800,0.0100,NASA,,,
2089,NASA65,LP38,,LP,,1965 Mar,1965 Mar,NASA65LP38,1965 Croatan MRF Expedition LP38,,-78.0000,-58.3200,0.0100,NASA,,,
2090,NASA65,LP39,,LP,,1965 Mar,1965 Mar,NASA65LP39,1965 Croatan MRF Expedition LP39,,-78.0000,-60.0000,0.0100,NASA,,,
2091,NASA65,LP4,,LP,,1965 Mar,1965 Mar,NASA65LP4,1965 Croatan MRF Expedition LP4,,-84.3700,-3.1200,0.0100,NASA,,,
2092,NASA65,LP40,,LP,,1965 Mar,1965 Mar,NASA65LP40,1965 Croatan MRF Expedition LP40,,-77.9700,-59.9200,0.0100,NASA,,,
2093,NASA65,LP41,,LP,,1965 Mar,1965 Mar,NASA65LP41,1965 Croatan MRF Expedition LP41,,-78.3300,-52.5800,0.0100,NASA,,,
2094,NASA65,LP42,,LP,,1965 Mar,1965 Mar,NASA65LP42,1965 Croatan MRF Expedition LP42,,-78.2200,-52.5200,0.0100,NASA,,,
2095,NASA65,LP43,,LP,,1965 Mar,1965 Mar,NASA65LP43,1965 Croatan MRF Expedition LP43,,-82.7700,3.9200,0.0100,NASA,,,
2096,NASA65,LP44,,LP,,1965 Mar,1965 Mar,NASA65LP44,1965 Croatan MRF Expedition LP44,,-84.3800,-3.0700,0.0100,NASA,,,
2097,NASA65,LP45,,LP,,1965 Mar,1965 Mar,NASA65LP45,1965 Croatan MRF Expedition LP45,,-82.1700,-9.5300,0.0100,NASA,,,
2098,NASA65,LP46,,LP,,1965 Mar,1965 Mar,NASA65LP46,1965 Croatan MRF Expedition LP46,,-78.0000,-12.9200,0.0100,NASA,,,
2099,NASA65,LP47,,LP,,1965 Mar,1965 Mar,NASA65LP47,1965 Croatan MRF Expedition LP47,,-78.0500,-12.6300,0.0100,NASA,,,
2100,NASA65,LP48,,LP,,1965 Mar,1965 Mar,NASA65LP48,1965 Croatan MRF Expedition LP48,,-77.9700,-12.8200,0.0100,NASA,,,
2101,NASA65,LP49,,LP,,1965 Mar,1965 Mar,NASA65LP49,1965 Croatan MRF Expedition LP49,,-78.0000,-13.1000,0.0100,NASA,,,
2102,NASA65,LP5,,LP,,1965 Mar,1965 Mar,NASA65LP5,1965 Croatan MRF Expedition LP5,,-84.5300,-6.5000,0.0100,NASA,,,
2103,NASA65,LP50,,LP,,1965 Mar,1965 Mar,NASA65LP50,1965 Croatan MRF Expedition LP50,,-78.0500,-12.9500,0.0100,NASA,,,
2104,NASA65,LP51,,LP,,1965 Mar,1965 Mar,NASA65LP51,1965 Croatan MRF Expedition LP51,,-77.9000,-12.4700,0.0100,NASA,,,
2105,NASA65,LP52,,LP,,1965 Mar,1965 Mar,NASA65LP52,1965 Croatan MRF Expedition LP52,,-78.3800,-11.5700,0.0100,NASA,,,
2106,NASA65,LP53,,LP,,1965 Mar,1965 Mar,NASA65LP53,1965 Croatan MRF Expedition LP53,,-79.9300,-9.0300,0.0100,NASA,,,
2107,NASA65,LP54,,LP,,1965 Mar,1965 Mar,NASA65LP54,1965 Croatan MRF Expedition LP54,,-77.9800,-14.1700,0.0100,NASA,,,
2108,NASA65,LP55,,LP,,1965 Mar,1965 Mar,NASA65LP55,1965 Croatan MRF Expedition LP55,,-78.0000,-16.0200,0.0100,NASA,,,
2109,NASA65,LP56,,LP,,1965 Mar,1965 Mar,NASA65LP56,1965 Croatan MRF Expedition LP56,,-78.1800,-12.3200,0.0100,NASA,,,
2110,NASA65,LP57,,LP,,1965 Mar,1965 Mar,NASA65LP57,1965 Croatan MRF Expedition LP57,,-77.7800,-14.5700,0.0100,NASA,,,
2111,NASA65,LP58,,LP,,1965 Mar,1965 Mar,NASA65LP58,1965 Croatan MRF Expedition LP58,,-76.0200,-24.6000,0.0100,NASA,,,
2112,NASA65,LP59,,LP,,1965 Mar,1965 Mar,NASA65LP59,1965 Croatan MRF Expedition LP59,,-75.1500,-29.8700,0.0100,NASA,,,
2113,NASA65,LP6,,LP,,1965 Mar,1965 Mar,NASA65LP6,1965 Croatan MRF Expedition LP6,,-82.4300,-9.4500,0.0100,NASA,,,
2114,NASA65,LP60,,LP,,1965 Mar,1965 Mar,NASA65LP60,1965 Croatan MRF Expedition LP60,,-75.0000,-30.8700,0.0100,NASA,,,
2115,NASA65,LP61,,LP,,1965 Mar,1965 Mar,NASA65LP61,1965 Croatan MRF Expedition LP61,,-74.2700,-35.2000,0.0100,NASA,,,
2116,NASA65,LP62,,LP,,1965 Mar,1965 Mar,NASA65LP62,1965 Croatan MRF Expedition LP62,,-75.1800,-39.1200,0.0100,NASA,,,
2117,NASA65,LP63,,LP,,1965 Mar,1965 Mar,NASA65LP63,1965 Croatan MRF Expedition LP63,,-77.7500,-47.0300,0.0100,NASA,,,
2118,NASA65,LP64,,LP,,1965 Mar,1965 Mar,NASA65LP64,1965 Croatan MRF Expedition LP64,,-77.7000,-48.5800,0.0100,NASA,,,
2119,NASA65,LP65,,LP,,1965 Mar,1965 Mar,NASA65LP65,1965 Croatan MRF Expedition LP65,,-77.8200,-52.1800,0.0100,NASA,,,
2120,NASA65,LP66,,LP,,1965 Mar,1965 Mar,NASA65LP66,1965 Croatan MRF Expedition LP66,,-77.9700,-59.8700,0.0100,NASA,,,
2121,NASA65,LP67,,LP,,1965 Mar,1965 Mar,NASA65LP67,1965 Croatan MRF Expedition LP67,,-77.8300,-59.7700,0.0100,NASA,,,
2122,NASA65,LP68,,LP,,1965 Mar,1965 Mar,NASA65LP68,1965 Croatan MRF Expedition LP68,,-78.1500,-52.4700,0.0100,NASA,,,
2123,NASA65,LP7,,LP,,1965 Mar,1965 Mar,NASA65LP7,1965 Croatan MRF Expedition LP7,,-82.3500,-9.6000,0.0100,NASA,,,
2124,NASA65,LP8,,LP,,1965 Mar,1965 Mar,NASA65LP8,1965 Croatan MRF Expedition LP8,,-81.2300,-9.5300,0.0100,NASA,,,
2125,NASA65,LP9,,LP,,1965 Mar,1965 Mar,NASA65LP9,1965 Croatan MRF Expedition LP9,,-81.3300,-11.4200,0.0100,NASA,,,
2126,NATC,RW06/24,,LP,,1975,*,NATC RW06/24,"RW 06/24, Naval Air Test Center, Patuxent River, Maryland","Patuxent River, Maryland",-76.4084,38.2857,0.0001,USN,,,
2127,NEN,NS-11,,LP,,1960s,*,NEN   -,"GTsMP?, Nenoksa Test Range, Rossiya",,39.2000,64.6300,0.1000,VMF,,,
2128,NEN,NSK-37,,LP,,1960s,*,NEN   -,"GTsMP?, Nenoksa Test Range, Rossiya",,39.2000,64.6300,0.1000,VMF,,,
2129,NEN,NSK-65,,LP,,1960s,*,NEN   -,"GTsMP?, Nenoksa Test Range, Rossiya",,39.2000,64.6300,0.1000,VMF,,,
2130,NOTS,G-2,,LP,,1958,1958,NOTS  G-2,"Test Stand G-2, Naval Ordnance Test Station, China Lake, California",,-117.1700,35.5800,0.0400,USN,,,
2131,NOTS,RW03/21,,LP,,1958,1958,NOTS  RW,"RW 3/21,Naval Ordnance Test Station, China Lake, California",,-117.6999,35.6830,0.0001,USN,,,
2132,NPOR1,LP1,,LP,,2017,,POR29 -,Pacific Ocean Launch Site for Alaska intercept tests,Pacific Ocean,-155.0000,35.0000,5.0000,MDA,,,
2133,NTAG,LC335,,LP,,1960s,1990s,NTAG,"Nizhniy Tagil missile base, Russia  (Verhknaya Salda)",,60.3640,58.0960,0.0100,RVSN,,,
2134,NTAG,LC335/12,,LP,,1960s,1990s,NTAG,"Nizhniy Tagil missile base, Russia  (Verhknaya Salda)",,60.3640,58.0960,0.0100,RVSN,,,
2135,NTAG,LC335/21,,LP,,1960s,1990s,NTAG,"Nizhniy Tagil missile base, Russia  (Verhknaya Salda)",,60.3640,58.0960,0.0100,RVSN,,,
2136,NTAG,LC335/22,,LP,,1960s,1990s,NTAG,"Nizhniy Tagil missile base, Russia  (Verhknaya Salda)",,60.3640,58.0960,0.0100,RVSN,,,
2137,NTAG,LC335/23,,LP,,1960s,1990s,NTAG,"Nizhniy Tagil missile base, Russia  (Verhknaya Salda)",,60.3640,58.0960,0.0100,RVSN,,,
2138,NTAG,LC335/3,,LP,,1960s,1990s,NTAG,"Nizhniy Tagil missile base, Russia  (Verhknaya Salda)",,60.3640,58.0960,0.0100,RVSN,,,
2139,NTAG,LC335/5,,LP,,1960s,1990s,NTAG,"Nizhniy Tagil missile base, Russia  (Verhknaya Salda)",,60.3640,58.0960,0.0100,RVSN,,,
